"Item","Item Name","Item Group","Warehouse","Stock UOM","Balance Qty","Balance Value","Opening Qty","Opening Value","In Qty","In Value","Out Qty","Out Value","Valuation Rate","Reserved Stock","Company"
"1002202","WHITE RAIL RIDEAU N 03 (160cm-300cm)","White rail rideau","Raw Materials - GSS","PCs",13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002203","WHITE RAIL RIDEAU N 04 (213,36cm-396,24cm)","White rail rideau","Raw Materials - GSS","PCs",90.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002230","Wire nails 2 cm","Wire nails","Raw Materials - GSS","Box",50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002231","Wire nails 2,5 cm","Wire nails","Raw Materials - GSS","Box",50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002232","Wire nails 5 cm","Wire nails","Raw Materials - GSS","Box",50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002250","Wooden leg 13cm","Wooden leg","Raw Materials - GSS","PCs",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002251","Wooden leg 13cm","Wooden leg","Raw Materials - GSS","PCs",37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002252","Wooden leg 10cm","Wooden leg","Raw Materials - GSS","PCs",132.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002253","Wooden leg 22cm","Wooden leg","Raw Materials - GSS","PCs",100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002254","Wooden leg 22cm","Wooden leg","Raw Materials - GSS","PCs",67.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002255","Wooden leg 10,5cm","Wooden leg","Raw Materials - GSS","PCs",20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002256","Wooden leg 38cm","Wooden leg","Raw Materials - GSS","PCs",37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002257","Wooden leg 21,5cm","Wooden leg","Raw Materials - GSS","PCs",18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002258","Wooden leg 11,5cm","Wooden leg","Raw Materials - GSS","PCs",16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002259","Wooden leg 10,5cm","Wooden leg","Raw Materials - GSS","PCs",155.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002260","Wooden leg 21cm","Wooden leg","Raw Materials - GSS","PCs",6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002261","Wooden leg 10,5cm","Wooden leg","Raw Materials - GSS","PCs",43.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002262","Wooden leg 16cm","Wooden leg","Raw Materials - GSS","PCs",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002263","Wooden leg 7,5cm","Wooden leg","Raw Materials - GSS","PCs",30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002264","Wooden leg 12cm","Wooden leg","Raw Materials - GSS","PCs",118.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002265","Wooden leg 10 cm","Wooden leg","Raw Materials - GSS","PCs",172.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002266","Wooden leg 10cm golden","Wooden leg","Raw Materials - GSS","PCs",79.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002267","Wooden leg 15cm","Wooden leg","Raw Materials - GSS","PCs",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002268","Wooden leg 13cm","Wooden leg","Raw Materials - GSS","PCs",8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002269","Wooden leg 16cm","Wooden leg","Raw Materials - GSS","PCs",12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002270","Wooden leg 12cm","Wooden leg","Raw Materials - GSS","PCs",20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002271","Wooden leg 12cm with rail","Wooden leg","Raw Materials - GSS","PCs",20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002272","Wooden leg 10cm","Wooden leg","Raw Materials - GSS","PCs",12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002273","Wooden leg 12cm","Wooden leg","Raw Materials - GSS","PCs",14.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002274","Wooden leg 6,5cm","Wooden leg","Raw Materials - GSS","PCs",36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002300","Zipper Noir N°3 100 Mtr","Zipper","Raw Materials - GSS","Mtr",24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002301","Zipper Marron FONCE  N°3 100 Mtr","Zipper","Raw Materials - GSS","Mtr",18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002302","Zipper Marron Clair N°3  100 Mtr","Zipper","Raw Materials - GSS","Mtr",17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002303","Zipper Blanc N°3 100 Mtr","Zipper","Raw Materials - GSS","Mtr",19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002304","Zipper Nylon N°5 Beige 80 mtr C180","Zipper","Raw Materials - GSS","Mtr",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002305","Zipper Nylon N°5 Gris 80 mtr C275","Zipper","Raw Materials - GSS","Mtr",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002306","Zipper Nylon N°5 Marron foncé 100 mtr C900","Zipper","Raw Materials - GSS","Mtr",7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002307","Zipper Nylon N°5 Bleu clair 80mtr","Zipper","Raw Materials - GSS","Mtr",6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002308","Zipper Nylon N°5 Marron clair 100 Mtr","Zipper","Raw Materials - GSS","Mtr",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000813","Jupiter Screw Drywall Screw Coarse Thread Bugle Head Grey Phosphated Size: 6x3/4 Qty: 1000 Pcs","Drywall Screw","Raw Materials - GSS","PCs",22500.0,0.0,0.0,0.0,22500.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000812","Jupiter Screw Drywall Screw Coarse Thread Bugle Head Grey Phosphated Size: 6x1/2 Qty: 1000 Pcs","Drywall Screw","Raw Materials - GSS","PCs",54000.0,0.0,0.0,0.0,54000.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000811","Jupiter Screw Drywall Screw Coarse Thread Bugle Head Grey Phosphated Size: 10x4 Qty: 250 Pcs","Drywall Screw","Raw Materials - GSS","PCs",4990.0,0.0,0.0,0.0,4990.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000810","Bruserstang Drywall Screw Fine Thread Black Phosphate Size: 6x1 ","Drywall Screw","Raw Materials - GSS","PCs",11200.0,0.0,0.0,0.0,11200.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000809","Bruserstang Drywall Screw Fine Thread Black Phosphate Size: 6x1-1/2 ","Drywall Screw","Raw Materials - GSS","PCs",12770.0,0.0,0.0,0.0,12770.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000808","Bruserstang Drywall Screw Fine Thread Black Phosphate Size: 3x8 Qty: 500 Pcs Barcode: 150100100059","Drywall Screw","Raw Materials - GSS","PCs",28900.0,0.0,0.0,0.0,28900.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000807","TUF-FIX Drywall Screw Coarse Thread Black Phosphated 10T405-112C 6x1-1/2 ","Drywall Screw","Raw Materials - GSS","PCs",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000806","Milano Drywall Screw Gray Phosphated Coarse Size: 3/4x8 Qty: 900 Pcs Barcode: 150100100457","Drywall Screw","Raw Materials - GSS","PCs",52200.0,0.0,0.0,0.0,52200.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000805","Milano Drywall Screw Gray Phosphated Coarse Size: 1-1/4x6 Qty: 900 Pcs Barcode: 150100100312","Drywall Screw","Raw Materials - GSS","PCs",1350.0,0.0,0.0,0.0,1350.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000804","Milano Drywall Screw Gray Phosphated Coarse Size: 1-1/4x8 Qty: 900 Pcs Barcode: 150100100313","Drywall Screw","Raw Materials - GSS","PCs",45000.0,0.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000803","Milano Drywall Screw Gray Phosphated Coarse Size: 2x8 Qty: 450 Pcs Barcode: 150100100318","Drywall Screw","Raw Materials - GSS","PCs",14215.0,0.0,0.0,0.0,14215.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000802","Milano Drywall Screw Gray Phosphated Coarse Size: 4x10 Qty: 225 Pcs Barcode: 150100100321","Drywall Screw","Raw Materials - GSS","PCs",12500.0,0.0,0.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000801","Milano Drywall Screw Gray Phosphated Coarse Size: 2-1/2x8 Qty: 450 Pcs Barcode: 150100100316","Drywall Screw","Raw Materials - GSS","PCs",32061.0,0.0,0.0,0.0,32061.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000701","SHT Wall Plug S8 100 PCs Per Box","Wall Plug","Raw Materials - GSS","Box",80.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000124","Venus Nylon Twine Thread Ply No 210D/24 200g White","Coloured Threads","Raw Materials - GSS","PCs",23.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000123","KF Nylon Twine Thread PLY No 210D/24 1056-60 White","Coloured Threads","Raw Materials - GSS","PCs",46.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000122","Thread 100% Spun Polyester 42425 50/2 5000Y 4572M","Coloured Threads","Raw Materials - GSS","PCs",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000121","Thread 100% Spun Polyester H130","Coloured Threads","Raw Materials - GSS","PCs",107.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000120","Thread 100% Spun Polyester 1204","Coloured Threads","Raw Materials - GSS","PCs",118.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000119","Spacebrand Thread 20/2 3000Y 7994","Coloured Threads","Raw Materials - GSS","PCs",18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000118","Spacebrand Thread 20/2 3000Y 90366 PHC9208600","Coloured Threads","Raw Materials - GSS","PCs",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000117","Spacebrand Thread 20/2 3000Y White PJD0638400","Coloured Threads","Raw Materials - GSS","PCs",58.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000116","Spacebrand Thread 20/2 3000Y 90171 MF96328000","Coloured Threads","Raw Materials - GSS","PCs",103.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000115","Spacebrand Thread 20/2 3000Y Black PJD0640900","Coloured Threads","Raw Materials - GSS","PCs",59.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000114","Hussain Thread 20/2 2550Y Orange No Code","Coloured Threads","Raw Materials - GSS","PCs",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000113","Hussain Thread 20/2 2550Y A1498","Coloured Threads","Raw Materials - GSS","PCs",12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000112","Hussain Thread 20/2 2550Y A1275","Coloured Threads","Raw Materials - GSS","PCs",11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000111","Hussain Thread 20/2 2550Y A1791","Coloured Threads","Raw Materials - GSS","PCs",12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000110","Hussain Thread 20/2 2550Y A1278","Coloured Threads","Raw Materials - GSS","PCs",10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000109","Hussain Thread 20/2 2550Y A1213","Coloured Threads","Raw Materials - GSS","PCs",9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000108","Hussain Thread 20/2 2550Y A1314","Coloured Threads","Raw Materials - GSS","PCs",11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000107","Hussain Thread 20/2 2550Y A1384","Coloured Threads","Raw Materials - GSS","PCs",6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000106","Hussain Thread 20/2 4000Y A639","Coloured Threads","Raw Materials - GSS","PCs",22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000105","Hussain Thread 20/2 4000Y A572","Coloured Threads","Raw Materials - GSS","PCs",35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000104","Hussain Thread 20/2 2550Y A670","Coloured Threads","Raw Materials - GSS","PCs",57.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000103","Hussain Thread 20/2 2550Y A501","Coloured Threads","Raw Materials - GSS","PCs",67.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000102","Hussain Thread 20/2 2550Y A503","Coloured Threads","Raw Materials - GSS","PCs",46.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000101","Hussain Thread 20/2 2550Y A675","Coloured Threads","Raw Materials - GSS","PCs",42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000602","Glue Stick 1x35 PCs","Glue Sticks","Raw Materials - GSS","PCs",176.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000601","Glue Stick 1x25 PCs","Glue Sticks","Raw Materials - GSS","PCs",423.0,0.0,0.0,0.0,423.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000501","Elastic Belt 3 Line","Elastic Belt","Raw Materials - GSS","PCs",117.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000004","Cotton Piping Rope 6 mm","Piping Rope","Raw Materials - GSS","PCs",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000003","Cotton Piping Rope 5 mm","Piping Rope","Raw Materials - GSS","PCs",27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000002","Cotton Piping Rope 4 mm","Piping Rope","Raw Materials - GSS","PCs",78.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1000001","Cotton Piping Rope 3 mm","Piping Rope","Raw Materials - GSS","PCs",55.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002500","Frame  FLEUR TURQUOISE SIZE  39 X 39","Frame","Raw Materials - GSS","PCs",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002501","Frame FEUILLE VIOLEE SIZE 39 X 39","Frame","Raw Materials - GSS","PCs",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002502","Frame CONTOUR NOIR GRIS FOND 43 X 44","Frame","Raw Materials - GSS","PCs",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002503","Frame FLERI 50*50","Frame","Raw Materials - GSS","PCs",3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002504","Frame  COQUILLAGE 50 X 70","Frame","Raw Materials - GSS","PCs",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002505","Frame  50 X 74","Frame","Raw Materials - GSS","PCs",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002506","Frame 64 x 64","Frame","Raw Materials - GSS","PCs",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002507","Frame 75 x100","Frame","Raw Materials - GSS","PCs",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002508","Frame 87 x 110","Frame","Raw Materials - GSS","PCs",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002509","Frame  50 x 80","Frame","Raw Materials - GSS","PCs",4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002510","Frame  80 x 80","Frame","Raw Materials - GSS","PCs",2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002511","Frame 90 X 60","Frame","Raw Materials - GSS","PCs",19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002512","Frame Artisanal","Frame","Raw Materials - GSS","PCs",34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002513","Frame 90 X 120","Frame","Raw Materials - GSS","PCs",38.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"1002514","Frame  chinois 150 X 90","Frame","Raw Materials - GSS","PCs",5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,"Global Spectrum SARL"
"Total","","","","",406410.0,"","","",406410.0,"","","","","",""
